symptom,class
선생님 순환기내과.가면 제병나을수잇나요 ...,CA
빈맥 심장마비,CA
흉부에서 심장이 쿵 하고 내려앉는 느낌이 나요,CA
기외수축 심전도 문의,CA
심장이 빨리 뛰는데 왜그런걸까요?,CA
선생님 심근경색.협심증이.심하면 ,CA
맥박약,CA
가족 중에 87세 남자인데 7년전에 관상동맥이 막혀서 심장 스텐트 기왕력이 있는데  숨이참,CA
파사렉트 연고와 심방세동,CA
기외수축 심전도 질문드립니다.,CA
급해요 심전도 판독 부탁드립니다 ㅠㅠ,CA
심부전 환자 검사 결과지 좀 봐주세요ㅠ,CA
심전도가 이상합니다,CA
급성 심근경색으로 심근괴사,CA
wpw 증후군.. 꼭 시술을 해야하나요?,CA
WPW 증후군 관련하여 질문 드립니다~!,CA
심전도에 찍힌 걸 안보고 부정맥 진단은 불가능한가요?,CA
급성 심근경색 후 LVMI 가 98%인데 많이 안 좋은건가요??,CA
복숭아뼈주위가벌겋게부움,OS
복숭아뼈주위부움,OS
강직성척추염과 생물학주사제,RHEU
결합조직에 생기는 암과 결합세포장애는 서로 다른건가요?,RHEU
설염이 계속 재발하는데요,ENT
자가면역질환이 있는데 지방흡입수술 가능할까요?,RHEU
베체트병 확진은 어떻게 내리나요?,RHEU
통풍환자 백숙먹어도 되나요?,RHEU
혈관염 검사,RHEU
섬육근육통약중 리리카캡슐75m 복용이 관한 질문입니다,RHEU
피검사 RA수치 와 HIV,RHEU
심발타 30mg 부작용,AN
45세 남성... 원인 정확치 않은 무릎관절염증,OS
손등에 볼록 튀어나온 뼈,OS
머리와 이마에 부종이 생겼어요 조금 더 여쭤봅니다.,ENT
옆구리 통증,CS
조기 폐경 사인인가요? 루푸스인가요? ,RHEU
지금 제 상태가 어떤건지 .. 루푸스인지 폐경인지.,RHEU
염증수치가 다시 오르고 있어서 걱정이 되는데요,RHEU
면역억제제에 대해 궁금한게 있는데요,RHEU
베체트 병일까요?,RHEU
근육 효소 수치..,RHEU
젊은나이 골다공증,ENDO
통풍발작,RHEU
류마티스질환 검사 필요할까요?,RHEU
손가락이 부어있어요.,OS
왼손 관절이랑 손등이 뻐근하고 아프네요.,OS
젊은사람은 골다공증 완치가능한가요?,ENDO
골다공증 걸리기 전에 예방주사를 먼저 맞으면 좋을까요?,ENDO
골다공증약.지노티넬플러스정처방받아는데요,ENDO
맥주효소가 요산에 치명적인가요?,RHEU
자가면역질환일까요?,RHEU
자가면역질환인가요?,RHEU
류마티스 검사 뭘해야하는가요?,RHEU
베체트병,RHEU
류마티스 좌우대칭 통증,RHEU
섬유근육통 질문,RHEU
류마티스 약 평생복용해야하나요?,RHEU
두달 간 원인모를 아픔..,KTM
항핵항체 역가,RHEU
류마티스 인자는 사라질수있나요?,RHEU
류마티스 초기 약 평생먹어야하나요?,RHEU
류마티스 진단기준은 통증,RHEU
전신 경화증과 합병증??,RHEU
온몸에 돌아가면서 욱신욱신 거리는 통증이 있습니다.,RHEU
강직성척추염과 근육통,RHEU
피부및 혈관이상,RHEU
앉아 있으면 발 저림,NR
류마티스 심장병,RHEU
입안에 무슨 병인지 궁금합니다,ENT
자가면역질환자가 조기폐경시...,RHEU
정형외과로 가면 되나요?,OS
당뇨진단받았는데 온몸이 자주아퍼서 마약을먹는데 효과가별루없써요,AN
헬리코박터 약관련하여 문의 드립니다,GI
류마티스과 약을 5년정도 복용중입니다,RHEU
위장약 장기복용이 고요산혈증에 영향을 주기도 하나요?,RHEU
류마티스내과에서 진료받으면 다른 치료방법이나 약처방이 있나요? ,RHEU
혹시 고요산혈증이 심장에 나쁜영향을 끼치기도하나요??,RHEU
잠들기전 혈당은 98이였는데 아침에 일어나서 바로잰 혈당은 121인데 왜그런지 궁금합니다,RHEU
부신피질자극호르몬 코티솔 검사 방법요,ENDO
얼마전부터 자고일어나면 손가락이 부어있고 손발이 저리는듯한 통증이 있어요 ,RHEU
제가 술을 먹고 취침시 발가락과 손가락이 찌릿찌릿 한데 한데 통풍이 맞나요,RHEU
당뇨발이맞는지요?상세하게답변해주세요,ENDO
가슴 통증이 정말 간헐적으로 찾아옵니다,CA
20대 초반 여성인데 심장이 빨리 뛰어서 고민입니다.,CA
앉았다가 일어날때 무릎쑤심과 아침에 일어나면 안쪽 손가락이 부어서 주먹쥐기가 아픕니다,RHEU
요즘 밤 늦게까지 잠을 못자고 일을 하거나 음주를 하는 경우가 잦았습니다.,RHEU
안녕하세요당뇨수치문의입니다,ENDO
손가락 무릎 관절염이 있으며 자고 일어나면 항상 손가락이  붓기를 느낍니다 ,RHEU
발목 부종,RHEU
갑상선 항진증으로 1 년동안 약을 먹었어요.,ENDO
제가 아는 분께서 갑상선 항진증을 앓고 계신데 병원에서 약을 먹지 않고 낫는지 보자고 하여 약을 드시지 않고 계십니다.,ENDO
약 5개월전부터 아침에 일어나면 손가락 마디가 부어있고 아파요,RHEU
갑상선항진으로 메티마졸 하루 2알 복용한지 2~3달째입니다,ENDO
종아리 전체에 빨간점들이 있는데자가면역질환의 일종인 자반증이라고하더군요,RHEU
갑상선기능항진증 약은 얼마나 먹어야 하나요?,ENDO
새끼손가락마디가 붓고 아파요ㆍ아침에 주먹쥐기가 힘드네요,RHEU
요즘 배가자주고프고. 얼굴이붉어집니다.한달정도되었습니다 ,GI
입안이 쓴이유 궁금합니다,ENT
갑상선항진증으로 1년반 좀 넘게 약 복용중인데요,ENDO
관절에 통증과 목마름이 있습니다.,RHEU
수족냉증에 관하여 문의드리려고 합니다 ,KTM
현재 자누메트?25/500  아침저녁으로  3주째복용중입니다,RHEU
손과 발뿐만 아니라 온 몸이 다 차가워요 ,RHEU
저녁 식후 2시간 혈당이 120나온다 가정하면 그 다음날 공복 혈당이 127이런식으로 나오네요,RHEU
제 2형 당뇨병에 대해 궁금합니다,RHEU
배에서 맥박이 느껴집니다.,RHEU
공복혈당250 입니다 약은최고센거먹고있어요 인슐린맞아야되나요?,RHEU
갑상선 저하증이라 하더군요.,RHEU
그레이브스병 약을 한달 전에  끊었습니다.,RHEU
손가락이 잘 접어지지안고 통증이 있어 생활에 불편합니다 ,RHEU
손마디염증,RHEU
아침에 일어날때 손이 주먹쥐기가 뻑뻑하여 주물러주곤합니다,RHEU
요즘 손가락 검지 중지 약지 끝마디 관절이랑 발가락 마디관절이 뻑뻑하고 뭔가 붓는 느낌이에요. ,RHEU
머리가아프고 뒷골도땡기고 등도아프고 소화도잘안되요 ,RHEU
통풍에 좋은 음식과 이것만은 꼭 피해야 한다하는 음식이나 생활패턴을 좀 알려주세요.,RHEU
건강검진시 마다 TSH 수치가 0.4이하로  유지되고 있습니다,RHEU
67세 몸무게46.8 키 53제가 정상인지 알고싶어요,RHEU
Uric Acid(요산) 수치가 8.5 이어서 의사처방으로 2달간 약을 복용했습니다.,RHEU
당조절에는 문제가 없는건가요?,RHEU
콜레스테롤약의 부작용으로 심장근육이 약해지거나  당뇨워험이 있다고 하는데 어떻게 해야할까요,RHEU
30대 후반에 쇼그렌 증후군이란 진단을 받았습니다,RHEU
가끔 심장이 한달에 한두번꼴로 찌릿하구 움켜쥐게 되는정도의 아픔이 찾아옵니다 ,RHEU
운동량이적정한지 궁금합니다.,RHEU
1형 당뇨환자인데요 칼로리당 속효성 인슐린투여 용량을 어떻게 조정해야 할까요?,RHEU
얼굴도 붓고 손목 발목 발 양쪽이 븟고 아팠습니다,RHEU
정신과에선 스트래스성 신체화 장애이고류마티스과에서는  섬유 근육통이라고하더데요,RHEU
류마티스 환자입니자. 맥주 효모를 복용해도 상관이 없나요?,RHEU
무릎. 손가락 관절염으로 많은 어려움을 격고 있습니다 ,RHEU
손과 다리가 덜덜 떨리고 심장이 가만히 누워있는데도 빨리 뜁니다,RHEU
류마티스 치료 기간에 노니 가루를 계속 먹어도 괜찮은지 궁금합니다.,RHEU
당뇨약을  복용하고있는데  생리가 끊기면서  갑자기  혈당이  계속안내리고  있어요,RHEU
엄지쪽 발가락 관절이 너무아파요,RHEU
최근 몇주동안 아침에일어나면 왼쪽가운데손가락이 뻣뻣하다 ...,RHEU
쇼그렌증후군 입니다.,RHEU
둘째출산후 갑상선 항진증 재발로 메티마졸 4알->2알  ...,RHEU
취침전 혈당보다 아침식전 혈당이 높을때는 왜그런가요?,RHEU
강직성 척추염이 있어요. 스테로이드는 먹다가 안먹고 있 ...,RHEU
몸 전신에서 피부가 얇아지고 뼈가 아픕니다.,RHEU
혈당수치는6.9입니다 당뇨를 ...,RHEU
부정맥이 있는데 작년에 심방세동까지 와서,RHEU
평상시에 심박수가 높습니다. 자고 일어난 직후에도  ...,RHEU
아침에 일어나면 심장,RHEU
인슈린펌프사용한77세남자임니다아침공복혈당은평균85정도 ...,RHEU
현재 혈압약을  먹고 있는 40대후반 남성입니다,RHEU
발이부어요ㅠㅠ붓는데아프거나하진않은데요...주로밤에부 ...,RHEU
혈압 조언해주세요,RHEU
안면부종에 대해서..몇달전부터 얼굴이 비대하게 붓다 ...,RHEU
재작년 류머티즘 판단을 받은 20대 여자입니다.다리가 ...,RHEU
류마티스관절염 확진 받고 약 복용 중입니다. 관절염 예 ...,RHEU
침샘염증 거슬리네요,RHEU
별다른 외상이 있었던건 아닌데 갑자기 왼쪽손 중지 두번 ...,RHEU
지금 루프스 때문에 스테로이드랑 면역억제제랑 위장약 종 ...,RHEU
어머니께서 발이퉁퉁붓는 류마티스가있으십니다. 팔이계속요 ...,RHEU
총단백 수치가 정상범위보다 높게(9.5)나왔어요.총단 ...,RHEU
제가 발이 차갑고 저린 느낌으로,RHEU
발톱이 보라색,RHEU
2년전 혈액검사 했을때 류마티스 관절염이 아니라고 했는 ...,RHEU
1976년생 남키 179cm몸무게 64kg병력  ...,RHEU
손톱쪽과 발톱쪽이 요즘 너무 저리면서 시린증상이 있는데 ...,RHEU
안녕하세요. 회신하여주셔서 감사합니다. 저는 양발이 특 ...,RHEU
공복혈당이 내려가지  않습니다,RHEU
며칠전에 가슴이 답답하고 속이 아파서  내과를 갔는데  ...,RHEU
겨울철이되면 손끝발끝이 차가워지는 수족냉증 체질입니다 ...,KTM
여름쯤부턴가 몇개월전부터 갑상선 항진증 치료를 받다가  ...,ENDO
2~3년전 혈액검사로 류마티스 관절염 검사를 했었을때 ...,RHEU
저탄고지 방법을 써볼까 합니다.,ENDO
류마티스 관절염 증상 질문드립니다,RHEU
신장검사에서 BUN수치는 낮은데 크레아티닌 수치가 높을 ...,NPH
류마티스 관절염을 앎고 있는 고3인데요. 이번에 독감이 ...,RHEU
아침에 일어나면 손가락이 부어요.몇시간 지나면 가라앉 ...,RHEU
류마티스관절염 환자입니다.류마티스내과에서 3달에 한번 ...,RHEU
약없이 혈압관리를 하고있습니다. 140/100 정도였다 ...,CA
골밀도가 2014년 -2.57   ...,ENDO
일이 힘들어서 그런지  손가락 붇고 발가락 붇고 목도  ...,RHEU
혈청 음성 류마티스 관절염을 앓는 23살 대학생입니다 ...,RHEU
유전인자가 없는 류마티스  환자입니다.  ,RHEU
왼쪽 어깨근육이 너무 자주 경련을 일으키는데 무슨문제가 ...,NR
손가락 류마티스 관절염때문에 3달째 약먹고 있는데붓기 ...,RHEU
통풍수치5.94가나왔는데높은거라고하든데어느정도인건가 ...,RHEU
최초 통풍 인지 하고 페브릭 40미리 2주 복용할때 마 ...,RHEU
왼손 새끼 손가락이 자꾸 붓는 느낌이에요,OS
혈액검사후요산수치가5.94가나왔는데걱정할수준인가요? ...,RHEU
면역계 교란,RHEU
통풍환자 입니다 콜킨 페브릭등 통증 완화 약도 먹고있는 ...,RHEU
손가락끝이 저리고 약지 손가락은 잘구부려지지   않고  ...,OS
안녕하세요. 전 루푸스 환자고 소론도를 현재 5알 복 ...,RHEU
잠잘 때 발목이 아픈데 뼈에는,RHEU
루푸스라는진단받고,RHEU
겨울 되면 팔/손 쪽이  혈액순환 이 잘 안되고  저리 ...,NR
최초 통풍이 발병하고 약 1년이 지났으며 일주일 약복용 ...,RHEU
다리에 멍처럼 생긴게 4년째 안 없어집니다. 팔에도 있 ...,RHEU
남편이 강직성척추염이랑 목디스크가 있어요.직업이 굴삭 ...,RHEU
건강진단시 혈압측정했는데 108.  83 이 나왔습니 ...,CA
작년까진 안이랬는데 갑자기 발시림이 너무 심해져서 힘드 ...,KTM
안녕하세요.류마티스 관절염(양 손목 / 일부 손가락 ...,RHEU
나이가  많아지면 평균 혈압이 올라가는것이 정상인가요?,CA
류마티스 관절염 관리는 어떻게 해야 하나요 ? ( 식단 ...,RHEU
갑자기. 심장이 심하게,CA
이 증상이 심근경색 증상이 맞나요?,CA
발가락이 시려요,NR
통풍 4년전에 한번 아프고 뒤로 소식이 없고  가끔 아 ...,RHEU
혈압약은 의사 선생님이 정해주시는건데 혈압이 떨어지지  ...,CA
투제오주솔로스타  인슐린펜 효능을 알고싶습니다2형 당 ...,ENDO
추위에 조금만 떨다가 들어와도 손이 빨갛게 팅팅 붓고  ...,RHEU
최근들어 무릎 안쪽 옆면 뼈가 멍든것처럼 아프고 더 심 ...,OS
2주전주터 손 발바닥에 이런 반점이 나면서 밤새벽만 되 ...,DERM
체중과 혈압을 정상화 시키려면 어떡케 운동과 음식을 섭취해야하는가요~?,CA
우측발목 최초발병 해서 좌측...우측으로 4 ~ 5개월 주기로 번갈아 생기는데 이럴수도 있나요~?,RHEU
찬바람이 불면서 손에  ...,RHEU
검지손가락이 휘고 아파요,OS
레이노현상이라는 답변을 받았 ...,RHEU
추운곳에 있다가 오면 손가락 끝이 사진처럼 하얗게 변하 ...,RHEU
통풍이있습니다. 체중이 많이나가서 다이어트로 체중을 줄 ...,RHEU
당뇨가 시작된 기간이 4~5년 됩니다.,ENDO
아침에 일어나서 공복혈당체크하면115정도 나와요  소변 ...,ENDO
아침 공복 혈당이 118~98 이렇게 편차가  많이 납니다,ENDO
발가락 및 발 통증,OS
한달반쯤 전에 오른쪽발등통증이 너무심해 걸을수가 없어  ...,OS
루푸스 의심진단 이후 ,RHEU
통풍치료방법 병원 ...,RHEU
병원에 가서 내시경이라도 받아야 하는 것일까요? ,GI
지난 주말 눈에 염증이생겨서 부었다가 지금 좀 갈아앉았 ...,OPH
1종당뇨로 인슐린 ...,ENDO
척수염진단,NR
고요산혈증으로 질문드립니다.,RHEU
날씨가 더우면 다리가 저리는것 못 느끼며 추위가 찿아  ...,RHEU
보름전 부터 손가락 끝 마디부분이   약간 부으면서 통증이 있어요,OS
얼마전에 골다공증으로인해,ENDO
아침 눈트면 손가락마디가 뻣뻣해 ...,RHEU
휴식시간중에 심장이 뛰는게 느껴질정도로 몸이 흔들리면서 ...,CA
항인지질 증후군으로 폐에 핏덩이들로 막혀있습니다.와파 ...,RHEU
팔 저림 다리 발 뒤꿈치 통증이 있습니다 ㅠㅠ,NR
